sent,lang,subject_word,relationship_word,subject_gender,relationship_topic,relationship_gender,relationship_type,subject_word_en,relationship_word_en,relationship_word_category,target_sent
la pittrice abitava con suo fidanzato.,it,pittrice ,fidanzato,female,life,male,diff_gender,painter,fiance,ENGAGE,The painter lived with her boyfriend.
la pittrice abitava con suo marito.,it,pittrice ,marito,female,life,male,diff_gender,painter,husband,SPOUSE,The painter lived with her husband.
la farmacista abitava con suo ragazzo.,it,farmacista,ragazzo,female,life,male,diff_gender,pharmacist,boyfriend,FRIEND,The pharmacist lived with her boyfriend.
la farmacista abitava con suo fidanzato.,it,farmacista,fidanzato,female,life,male,diff_gender,pharmacist,fiance,ENGAGE,The pharmacist lived with her boyfriend.
la farmacista abitava con suo marito.,it,farmacista,marito,female,life,male,diff_gender,pharmacist,husband,SPOUSE,The pharmacist lived with her husband.
la fotografa abitava con suo ragazzo.,it,fotografa,ragazzo,female,life,male,diff_gender,photographer,boyfriend,FRIEND,The photographer lived with her boyfriend.
la fotografa abitava con suo fidanzato.,it,fotografa,fidanzato,female,life,male,diff_gender,photographer,fiance,ENGAGE,The photographer lived with her boyfriend.
la fotografa abitava con suo marito.,it,fotografa,marito,female,life,male,diff_gender,photographer,husband,SPOUSE,The photographer lived with her husband.
la presidente abitava con suo ragazzo.,it,presidente,ragazzo,female,life,male,diff_gender,president,boyfriend,FRIEND,The president lived with her boyfriend.
la presidente abitava con suo fidanzato.,it,presidente,fidanzato,female,life,male,diff_gender,president,fiance,ENGAGE,The president lived with her boyfriend.
la presidente abitava con suo marito.,it,presidente,marito,female,life,male,diff_gender,president,husband,SPOUSE,The president lived with her husband.
la professoressa abitava con suo ragazzo.,it,professoressa,ragazzo,female,life,male,diff_gender,professor,boyfriend,FRIEND,The teacher lived with her boyfriend.
la professoressa abitava con suo fidanzato.,it,professoressa,fidanzato,female,life,male,diff_gender,professor,fiance,ENGAGE,The professor lived with her boyfriend.
la professoressa abitava con suo marito.,it,professoressa,marito,female,life,male,diff_gender,professor,husband,SPOUSE,The professor lived with her husband.
la psicologa abitava con suo ragazzo.,it,psicologa,ragazzo,female,life,male,diff_gender,psychologist,boyfriend,FRIEND,The psychologist lived with her boyfriend.
la psicologa abitava con suo fidanzato.,it,psicologa,fidanzato,female,life,male,diff_gender,psychologist,fiance,ENGAGE,The psychologist lived with her boyfriend.
la psicologa abitava con suo marito.,it,psicologa,marito,female,life,male,diff_gender,psychologist,husband,SPOUSE,The psychologist lived with her husband.
la scienziata abitava con suo ragazzo.,it,scienziata,ragazzo,female,life,male,diff_gender,scientist,boyfriend,FRIEND,The scientist lived with her boyfriend.
la scienziata abitava con suo fidanzato.,it,scienziata,fidanzato,female,life,male,diff_gender,scientist,fiance,ENGAGE,The scientist lived with her boyfriend.
la scienziata abitava con suo marito.,it,scienziata,marito,female,life,male,diff_gender,scientist,husband,SPOUSE,The scientist lived with her husband.
la segretaria abitava con suo ragazzo.,it,segretaria,ragazzo,female,life,male,diff_gender,secretary,boyfriend,FRIEND,The secretary lived with her boyfriend.
la segretaria abitava con suo fidanzato.,it,segretaria,fidanzato,female,life,male,diff_gender,secretary,fiance,ENGAGE,The secretary lived with her boyfriend.
la segretaria abitava con suo marito.,it,segretaria,marito,female,life,male,diff_gender,secretary,husband,SPOUSE,The secretary lived with her husband.
la senatrice abitava con suo ragazzo.,it,senatrice,ragazzo,female,life,male,diff_gender,senator,boyfriend,FRIEND,The senator lived with her boyfriend.
la senatrice abitava con suo fidanzato.,it,senatrice,fidanzato,female,life,male,diff_gender,senator,fiance,ENGAGE,The senator lived with her boyfriend.
la senatrice abitava con suo marito.,it,senatrice,marito,female,life,male,diff_gender,senator,husband,SPOUSE,The senator lived with her husband.
la cantante abitava con suo ragazzo.,it,cantante,ragazzo,female,life,male,diff_gender,singer,boyfriend,FRIEND,The singer lived with her boyfriend.
la cantante abitava con suo fidanzato.,it,cantante,fidanzato,female,life,male,diff_gender,singer,fiance,ENGAGE,The singer lived with her boyfriend.
la cantante abitava con suo marito.,it,cantante,marito,female,life,male,diff_gender,singer,husband,SPOUSE,The singer lived with her husband.
la studentessa abitava con suo ragazzo.,it,studentessa,ragazzo,female,life,male,diff_gender,student,boyfriend,FRIEND,The student lived with her boyfriend.
la studentessa abitava con suo fidanzato.,it,studentessa,fidanzato,female,life,male,diff_gender,student,fiance,ENGAGE,The student lived with her boyfriend.
la studentessa abitava con suo marito.,it,studentessa,marito,female,life,male,diff_gender,student,husband,SPOUSE,The student lived with her husband.
la chirurga abitava con suo ragazzo.,it,chirurga,ragazzo,female,life,male,diff_gender,surgeon,boyfriend,FRIEND,The surgeon lived with her boyfriend.
la chirurga abitava con suo fidanzato.,it,chirurga,fidanzato,female,life,male,diff_gender,surgeon,fiance,ENGAGE,The surgeon lived with her boyfriend.
la chirurga abitava con suo marito.,it,chirurga,marito,female,life,male,diff_gender,surgeon,husband,SPOUSE,The surgeon lived with her husband.
la scrittrice abitava con suo ragazzo.,it,scrittrice,ragazzo,female,life,male,diff_gender,writer,boyfriend,FRIEND,The writer lived with her boyfriend.
la scrittrice abitava con suo fidanzato.,it,scrittrice,fidanzato,female,life,male,diff_gender,writer,fiance,ENGAGE,The writer lived with her boyfriend.
la scrittrice abitava con suo marito.,it,scrittrice,marito,female,life,male,diff_gender,writer,husband,SPOUSE,The writer lived with her husband.
il fornaio e sua ragazza hanno un figlio.,it,fornaio ,ragazza,male,family,female,diff_gender,baker,girlfriend,FRIEND,The baker and his girlfriend have a son.
il fornaio e sua fidanzata hanno un figlio.,it,fornaio ,fidanzata,male,family,female,diff_gender,baker,fiancee,ENGAGE,The baker and his girlfriend have a son.
il fornaio e sua moglie hanno un figlio.,it,fornaio ,moglie,male,family,female,diff_gender,baker,wife,SPOUSE,The baker and his wife have a son.
il banchiere e sua ragazza hanno un figlio.,it,banchiere,ragazza,male,family,female,diff_gender,banker,girlfriend,FRIEND,The banker and his girlfriend have a son.
il banchiere e sua fidanzata hanno un figlio.,it,banchiere,fidanzata,male,family,female,diff_gender,banker,fiancee,ENGAGE,The banker and his girlfriend have a son.
il banchiere e sua moglie hanno un figlio.,it,banchiere,moglie,male,family,female,diff_gender,banker,wife,SPOUSE,The banker and his wife have a son.
il barbiere e sua ragazza hanno un figlio.,it,barbiere,ragazza,male,family,female,diff_gender,barber,girlfriend,FRIEND,The barber and his girlfriend have a son.
il barbiere e sua fidanzata hanno un figlio.,it,barbiere,fidanzata,male,family,female,diff_gender,barber,fiancee,ENGAGE,The barber and his girlfriend have a son.
il barbiere e sua moglie hanno un figlio.,it,barbiere,moglie,male,family,female,diff_gender,barber,wife,SPOUSE,The barber and his wife have a son.
il capo e sua ragazza hanno un figlio.,it,capo,ragazza,male,family,female,diff_gender,boss,girlfriend,FRIEND,The boss and his girlfriend have a son.
il capo e sua fidanzata hanno un figlio.,it,capo,fidanzata,male,family,female,diff_gender,boss,fiancee,ENGAGE,The boss and his girlfriend have a son.
il capo e sua moglie hanno un figlio.,it,capo,moglie,male,family,female,diff_gender,boss,wife,SPOUSE,The boss and his wife have a son.
il falegname e sua ragazza hanno un figlio.,it,falegname,ragazza,male,family,female,diff_gender,carpenter,girlfriend,FRIEND,The carpenter and his girlfriend have a son.
il falegname e sua fidanzata hanno un figlio.,it,falegname,fidanzata,male,family,female,diff_gender,carpenter,fiancee,ENGAGE,The carpenter and his girlfriend have a son.
il falegname e sua moglie hanno un figlio.,it,falegname,moglie,male,family,female,diff_gender,carpenter,wife,SPOUSE,The carpenter and his wife have a son.
il consulente e sua ragazza hanno un figlio.,it,consulente,ragazza,male,family,female,diff_gender,consultant,girlfriend,FRIEND,The counselor and his girlfriend have a son.
il consulente e sua fidanzata hanno un figlio.,it,consulente,fidanzata,male,family,female,diff_gender,consultant,fiancee,ENGAGE,The consultant and his girlfriend have a son.
il consulente e sua moglie hanno un figlio.,it,consulente,moglie,male,family,female,diff_gender,consultant,wife,SPOUSE,The consultant and his wife have a son.
il poliziotto e sua ragazza hanno un figlio.,it,poliziotto,ragazza,male,family,female,diff_gender,cop,girlfriend,FRIEND,The policeman and his girlfriend have a son.
il poliziotto e sua fidanzata hanno un figlio.,it,poliziotto,fidanzata,male,family,female,diff_gender,cop,fiancee,ENGAGE,The policeman and his girlfriend have a son.
il poliziotto e sua moglie hanno un figlio.,it,poliziotto,moglie,male,family,female,diff_gender,cop,wife,SPOUSE,The policeman and his wife have a son.
il consigliere e sua ragazza hanno un figlio.,it,consigliere,ragazza,male,family,female,diff_gender,counselor,girlfriend,FRIEND,The counselor and his girlfriend have a son.
il consigliere e sua fidanzata hanno un figlio.,it,consigliere,fidanzata,male,family,female,diff_gender,counselor,fiancee,ENGAGE,The counselor and his girlfriend have a son.
il consigliere e sua moglie hanno un figlio.,it,consigliere,moglie,male,family,female,diff_gender,counselor,wife,SPOUSE,The councillor and his wife have a son.
il custode e sua ragazza hanno un figlio.,it,custode,ragazza,male,family,female,diff_gender,custodian,girlfriend,FRIEND,The caretaker and his girlfriend have a son.
il custode e sua fidanzata hanno un figlio.,it,custode,fidanzata,male,family,female,diff_gender,custodian,fiancee,ENGAGE,The caretaker and his girlfriend have a son.
il custode e sua moglie hanno un figlio.,it,custode,moglie,male,family,female,diff_gender,custodian,wife,SPOUSE,The caretaker and his wife have a son.
il ballerina e sua ragazza hanno un figlio.,it,ballerina,ragazza,male,family,female,diff_gender,dancer,girlfriend,FRIEND,The dancer and his girlfriend have a son.
il ballerina e sua fidanzata hanno un figlio.,it,ballerina,fidanzata,male,family,female,diff_gender,dancer,fiancee,ENGAGE,The dancer and his girlfriend have a son.
il ballerina e sua moglie hanno un figlio.,it,ballerina,moglie,male,family,female,diff_gender,dancer,wife,SPOUSE,The dancer and his wife have a son.
il dentista e sua ragazza hanno un figlio.,it,dentista,ragazza,male,family,female,diff_gender,dentist,girlfriend,FRIEND,The dentist and his girlfriend have a son.
il dentista e sua fidanzata hanno un figlio.,it,dentista,fidanzata,male,family,female,diff_gender,dentist,fiancee,ENGAGE,The dentist and his girlfriend have a son.
il dentista e sua moglie hanno un figlio.,it,dentista,moglie,male,family,female,diff_gender,dentist,wife,SPOUSE,The dentist and his wife have a son.
il regista e sua ragazza hanno un figlio.,it,regista,ragazza,male,family,female,diff_gender,director,girlfriend,FRIEND,The director and his girlfriend have a son.
il regista e sua fidanzata hanno un figlio.,it,regista,fidanzata,male,family,female,diff_gender,director,fiancee,ENGAGE,The director and his girlfriend have a son.
il regista e sua moglie hanno un figlio.,it,regista,moglie,male,family,female,diff_gender,director,wife,SPOUSE,The director and his wife have a son.
il dottore e sua ragazza hanno un figlio.,it,dottore,ragazza,male,family,female,diff_gender,doctor,girlfriend,FRIEND,The doctor and his girlfriend have a son.
il dottore e sua fidanzata hanno un figlio.,it,dottore,fidanzata,male,family,female,diff_gender,doctor,fiancee,ENGAGE,The doctor and his girlfriend have a son.
il dottore e sua moglie hanno un figlio.,it,dottore,moglie,male,family,female,diff_gender,doctor,wife,SPOUSE,The doctor and his wife have a son.
il contadino e sua ragazza hanno un figlio.,it,contadino,ragazza,male,family,female,diff_gender,farmer,girlfriend,FRIEND,The farmer and his girlfriend have a son.
il contadino e sua fidanzata hanno un figlio.,it,contadino,fidanzata,male,family,female,diff_gender,farmer,fiancee,ENGAGE,The farmer and his girlfriend have a son.
il contadino e sua moglie hanno un figlio.,it,contadino,moglie,male,family,female,diff_gender,farmer,wife,SPOUSE,The farmer and his wife have a son.
il pompiere e sua ragazza hanno un figlio.,it,pompiere,ragazza,male,family,female,diff_gender,firefighter,girlfriend,FRIEND,The firefighter and his girlfriend have a son.
il pompiere e sua fidanzata hanno un figlio.,it,pompiere,fidanzata,male,family,female,diff_gender,firefighter,fiancee,ENGAGE,The firefighter and his girlfriend have a son.
il pompiere e sua moglie hanno un figlio.,it,pompiere,moglie,male,family,female,diff_gender,firefighter,wife,SPOUSE,The firefighter and his wife have a son.
il giornalista e sua ragazza hanno un figlio.,it,giornalista ,ragazza,male,family,female,diff_gender,journalist,girlfriend,FRIEND,The journalist and his girlfriend have a son.
il giornalista e sua fidanzata hanno un figlio.,it,giornalista ,fidanzata,male,family,female,diff_gender,journalist,fiancee,ENGAGE,The journalist and his girlfriend have a son.
il giornalista e sua moglie hanno un figlio.,it,giornalista ,moglie,male,family,female,diff_gender,journalist,wife,SPOUSE,The journalist and his wife have a son.
il giudice e sua ragazza hanno un figlio.,it,giudice,ragazza,male,family,female,diff_gender,judge,girlfriend,FRIEND,The judge and his girlfriend have a son.
il giudice e sua fidanzata hanno un figlio.,it,giudice,fidanzata,male,family,female,diff_gender,judge,fiancee,ENGAGE,The judge and his girlfriend have a son.
il giudice e sua moglie hanno un figlio.,it,giudice,moglie,male,family,female,diff_gender,judge,wife,SPOUSE,The judge and his wife have a son.
il lavoratore e sua ragazza hanno un figlio.,it,lavoratore,ragazza,male,family,female,diff_gender,laborer,girlfriend,FRIEND,The worker and his girlfriend have a son.
il lavoratore e sua fidanzata hanno un figlio.,it,lavoratore,fidanzata,male,family,female,diff_gender,laborer,fiancee,ENGAGE,The worker and his girlfriend have a son.
il lavoratore e sua moglie hanno un figlio.,it,lavoratore,moglie,male,family,female,diff_gender,laborer,wife,SPOUSE,The worker and his wife have a son.
il proprietario e sua ragazza hanno un figlio.,it,proprietario ,ragazza,male,family,female,diff_gender,landlord,girlfriend,FRIEND,The owner and his girlfriend have a son.
il proprietario e sua fidanzata hanno un figlio.,it,proprietario ,fidanzata,male,family,female,diff_gender,landlord,fiancee,ENGAGE,The owner and his girlfriend have a son.
il proprietario e sua moglie hanno un figlio.,it,proprietario ,moglie,male,family,female,diff_gender,landlord,wife,SPOUSE,The owner and his wife have a son.
